,tweet_id,user,created_on,tweet_text,fav_count,user_description,user_verified,user_follower_count,is_retweet,hashtags,is_quote,quote_text,tweetsProc,tweets_token,clusters
13,1380080897219825664,CTSIan,2021-04-08 08:51:41,"@benrileysmith @Telegraph Why are politicians more concerned about the minority who won't get tests or vaccine, as not having vaccine passports is also discriminatory to the majority who have had vaccines and get tested regularly who saw them as a way to go back to normality much more quickly?",0,"Zero88 Service Tech, IT tech & Lighting designer. Ex Chief LX at Albany (then College) Theatre Coventry & member of The Albany Trust.",False,1657,1,[],0,None,politician concerned minority test vaccine passport discriminatory majority vaccine tested regularly saw way normality,"{'regularly', 'tested', 'normality', 'concerned', 'minority', 'passport', 'test', 'majority', 'saw', 'politician', 'way', 'vaccine', 'discriminatory'}",0
14,1380080896766840833,Umairlaar,2021-04-08 08:51:41,"98 coronavirus deaths, 5,329 new cases reported in 24 hours: NCOC

For More Details: https://t.co/6Tem0vqoYq

#ARYNews https://t.co/B5xtePthPw",0,Imran Khan sir Is Love 💕! Cricket Lover ! Pakistan Super League ❤️! My Hope PAKISTAN ARMY ! Fan Of Every Players Who Wears Green Shirts 🇵🇰,False,309,1,['ARYNews'],0,None,coronavirus new case reported ncoc,"{'reported', 'new', 'coronavirus', 'case', 'ncoc'}",5
15,1380080896137515012,ChaitanyaD2020,2021-04-08 08:51:40,"Logic usually does not work, but let me try. We do not urinate or defecate on streets even if we feel relieved doing that because that is a health hazard for others, You do it for others. Masking up and getting vaccinated for COVID is like that. Do it for others",0,Citizen of The Republic of India i.e.  Bharat. Economically right. Socially left. Appreciate good satire from Right or Left.  RTs and likes not endorsements.,False,52,1,[],0,None,logic usually let urinate defecate street feel relieved health hazard masking getting vaccinated covid like,"{'health', 'getting', 'usually', 'covid', 'vaccinated', 'street', 'relieved', 'masking', 'like', 'feel', 'urinate', 'defecate', 'let', 'logic', 'hazard'}",3
16,1380080896133505029,kelli_king66,2021-04-08 08:51:40,Demetrious Johnson shows pure class 🙏🐭 https://t.co/VZXlPq0ZwP,0,Just a political junkie with a love of learning about the law. I’m a grandma to an amazing Granddaughter 😀 oh yeah I love the UFC,False,162,1,[],0,None,demetrious johnson pure class,"{'demetrious', 'johnson', 'class', 'pure'}",4
17,1380080896104103938,MattScottMusic,2021-04-08 08:51:40,"@StuartWheeler28 @Thegavinwebster @rob_maughan @tobyperkinsmp @philbc3 ‘The Brexit election’ &amp; Johnson’s ‘get Brexit done’ &amp; the fact Brexit dominated every aspect of UK news for five years from debates to talkshows is something you never hear from the ‘moderates’ when they refer to 2019, &amp; they were so passionate about it right up to that date!",0,Composer & musician. He/him.,False,1179,1,[],0,None,brexit brexit fact brexit dominated aspect news year debate talkshows hear refer passionate right,"{'debate', 'hear', 'talkshows', 'right', 'fact', 'refer', 'news', 'year', 'dominated', 'brexit', 'aspect', 'passionate'}",1
18,1380080895995035651,CovidAirborne,2021-04-08 08:51:40,"Why are Mumbai’s high rises becoming COVID-19 hotspots despite many residents staying home?
Airborne transmission can be facilitated by airflow between apartments even when residents stay in their own apartments. A 🧵 on the complexities of airflow and the risk of an airborne 🦠 https://t.co/bxHAe2Vv3S",0,Airborne transmission of SARS-Covid-2 virus. RTs automated and are not endorsement. Bot intermittently maintained by @suss_mark,False,141,1,[],0,None,high rise hotspot despite resident staying airborne transmission facilitated airflow apartment resident stay complexity airflow risk airborne,"{'risk', 'airborne', 'staying', 'airflow', 'facilitated', 'high', 'resident', 'apartment', 'stay', 'despite', 'transmission', 'complexity', 'rise', 'hotspot'}",1
19,1380080895940456450,boozzoman,2021-04-08 08:51:40,"@scarysouthpaw @centerofright And most importantly why aren't you beating US of A in terms of vaccines per 100 people? 
PS: 100+ districts of India are practically covid free",0,"don't drink and drive, Friends don't let friends drink. Be strong, give bottle a big ""Kick"", reclaim your life.",False,16510,1,[],0,None,importantly beating term vaccine district india practically covid free,"{'covid', 'term', 'importantly', 'free', 'india', 'beating', 'vaccine', 'practically', 'district'}",3
20,1380080895718199296,amandavicmason,2021-04-08 08:51:40,"#TheTroubles are back in #Belfast, #NorthernIreland on #ShankillRoad. #ProximateCause? #Johnson's ham-handed approach to #Brexit over time. He pushed a square peg in a round hole too hard &amp; something finally snapped. #UK https://t.co/MZK6sZv3dd",0,"Teacher, farmer, hockey goalie, Lou Reed's Perfect Day, East Coast, '69 Nautaline. She/her.",False,170,1,"['TheTroubles', 'Belfast', 'NorthernIreland', 'ShankillRoad', 'ProximateCause', 'Johnson']",0,None,approach pushed square peg round hole hard finally,"{'hard', 'finally', 'round', 'peg', 'pushed', 'square', 'hole', 'approach'}",1
21,1380080895655358468,drumcodeuk,2021-04-08 08:51:40,"It is ludicrous that the Johnson regime has banned pubs from taking payments indoors, after four months of being completely closed for no good reason. They can take their New Normal and stick it where the Sun doesn't shine.
https://t.co/lXHfGAeaDP",0,"Local Session Manager

Parler & Gab: @drumcodeuk",False,654,1,[],0,None,ludicrous johnson regime banned pub taking payment month completely closed good new normal stick sun,"{'closed', 'normal', 'banned', 'month', 'payment', 'good', 'stick', 'ludicrous', 'regime', 'sun', 'johnson', 'completely', 'pub', 'taking', 'new'}",1
22,1380080894950707203,susieb145,2021-04-08 08:51:40,"@davidschneider Johnson, Gove, Rees Mogg, Sunak Like Osborn, Cameron, Clegg etc. Will live the rest of their lives in absolute Luxury. While others suffer and  pay to clean up the mess. There are NEVER held to account it is the way THEIR system is designed.",0,"My interests are music, art galleries , fabric painting, blocking printing and politics .... in a very happy relationship.",False,969,1,[],0,None,rees sunak like clegg live rest life absolute suffer pay clean held account way,"{'sunak', 'life', 'live', 'absolute', 'held', 'suffer', 'rees', 'clegg', 'account', 'like', 'rest', 'way', 'clean', 'pay'}",1
23,1380080894942212103,piyu001,2021-04-08 08:51:40,"Today, centre released vaccine data
1. Maharashtra gets 7.50 lakh doses
2. Uttar Pradesh - 48 lakh 
3. Madhya Pradesh - 40 lakh 
5. Gujarat - 30 lakh doses 
6. Haryana - 24 lakh doses 
Rajesh Tope says Maharashtra's population 12 Cr but less doses give by centre
@NewIndianXpress",0,"#Team bleed blue. #oil #gas #consultant. 
#elections #current affairs #sports. 
#sachinfanforever.",False,176,1,[],0,None,centre released vaccine data maharashtra lakh dos uttar pradesh lakh madhya pradesh lakh gujarat lakh dos haryana lakh dos rajesh tope population dos centre,"{'dos', 'gujarat', 'released', 'tope', 'population', 'uttar', 'madhya', 'rajesh', 'pradesh', 'maharashtra', 'lakh', 'vaccine', 'centre', 'data', 'haryana'}",0
25,1380080894527086594,Calico_Homes,2021-04-08 08:51:40,"@JohnVPegg1 Hi John. Thanks for your comment. We are due to re-open our reception at Croft Street, Burnley on Monday (12 April) to provide face to face customer support. This had been temporarily closed due to COVID restrictions. We also have Neighbourhood Officers to offer support.",0,"Calico Homes owns and manages approximately 5,000 homes in Lancashire. Part of @Calico_Group.",False,477,1,[],0,None,thanks reception croft burnley monday provide face face customer temporarily closed covid neighbourhood officer offer,"{'closed', 'neighbourhood', 'thanks', 'covid', 'customer', 'face', 'provide', 'temporarily', 'officer', 'croft', 'burnley', 'offer', 'reception', 'monday'}",1
26,1380080894191411200,SaiRohi10268558,2021-04-08 08:51:40,"Situation outside a COVID hospital last night. IT’s NOT A HOAX, ITS NOT A JOKE. Please please please understand the direfulness of the situation, please stay at home, MASK UP and protect yourself. https://t.co/6aynh47zMV",0,,False,116,1,[],0,None,situation outside covid hospital understand direfulness stay mask protect,"{'direfulness', 'covid', 'understand', 'mask', 'protect', 'stay', 'hospital', 'outside', 'situation'}",3
27,1380080894162128896,CupcakeMrs1,2021-04-08 08:51:40,"3. Neutralizing antibodies against the B.1.351 (South African, 501Y.V2) variant cross-react to the others, telling us if we need a booster vaccine by incorporating this code, it should be quite effective (501Y.V3 = P.1, Brazil) @NEJM
https://t.co/5r1moHUTHX https://t.co/qqI4myWdyf",0,Married 😷WEAR A MASK•GET VACCINATED 4 COVID• ROBERT PATTINSON*STAR WARS*Kim Jung-Hyun(1990)*Ji Chang Wook *ParkSeoJoon*Lee Dong Wook *ShinHyeSun*,False,1158,1,[],0,None,neutralizing antibody variant telling need booster vaccine incorporating effective,"{'antibody', 'telling', 'incorporating', 'need', 'effective', 'neutralizing', 'variant', 'vaccine', 'booster'}",0
28,1380080893738450950,siddhanta_kumar,2021-04-08 08:51:40,"FALSE: No truth to 45 people from Akshay Kumar’s Ram Setu crew testing Covid positive, says film’s co-producer https://t.co/6eJGrXM7EU",0,"Living in dream .😊
Diehard @akshaykumar fan .
owner & proud member of @odishaakkians 😎",False,870,1,[],0,None,truth people akshay ram setu crew testing covid,"{'crew', 'testing', 'covid', 'ram', 'setu', 'truth', 'akshay', 'people'}",3
29,1380080893096697862,kumarp591,2021-04-08 08:51:40,"#Yuvarathnaa Let's conclude like this, movie was failed to pull audiences into theatres so decision taken for  OTT release to get some business 👍 Fair decision 👌 

BUT

Bringing COVID reason to defend such decision is not acceptable 🙏",0,RYD BUILDERS,False,162,1,['Yuvarathnaa'],0,None,conclude like movie failed pull audience theatre decision taken ott release business fair decision bringing covid reason defend decision acceptable,"{'ott', 'theatre', 'failed', 'release', 'covid', 'reason', 'movie', 'pull', 'defend', 'acceptable', 'business', 'fair', 'bringing', 'like', 'taken', 'audience', 'decision', 'conclude'}",3
30,1380080892811620356,Faire_Weather,2021-04-08 08:51:40,Got vaccinated (dipped into a vat of vaccine so only my heel can get covid now),0,"Authleft • Mincéir, Diné, Kanienʼkehá꞉ka • Irish Pagan/Druidic • ENG/GA/LAT/FR

DNI: Fujoshis, TERFs, cishets, capitalists, racists/sexists/transphobes/etc 😘",False,42,1,[],0,None,got vaccinated vat vaccine heel covid,"{'covid', 'vaccinated', 'got', 'heel', 'vat', 'vaccine'}",2
31,1380080892719292424,StephenPLundy,2021-04-08 08:51:40,"CHALLENGE: Show us, using Illinois and/or Chicago data, that the public's use of cloth masks in public (indoor, outdoor) has slowed or stopped the spread of COVID - or saved lived.

Link your sources.",0,I like to be amused!,False,418,1,[],0,None,illinois chicago use cloth mask public slowed stopped spread covid saved link,"{'use', 'stopped', 'covid', 'mask', 'public', 'saved', 'link', 'cloth', 'spread', 'slowed', 'illinois', 'chicago'}",3
32,1380080892396367876,ATTHESEASIDE4,2021-04-08 08:51:40,Chris Whitty placed on 'resignation watch' as he and SAGE were livid with Boris Johnson https://t.co/N0hCcKP26q,0,"BORIS JOHNSON IS A LIAR & RACIST! THE RIGHT WING MSM WON THE GE FOR THE TORY WITH LIES & SMEARS! ,PLEASE FOLLOW BACK!",False,693,1,[],0,None,chris whitty placed sage livid boris johnson,"{'boris', 'sage', 'placed', 'chris', 'livid', 'whitty', 'johnson'}",4
33,1380080892316577798,yvarcade,2021-04-08 08:51:40,"People acting like COVID is over, COVID is not over until it releases a Notes app apology",0,Finding Vancouver | a journal by @rickchung,False,2084,1,[],0,None,people acting like covid covid release note app apology,"{'covid', 'release', 'note', 'apology', 'app', 'acting', 'like', 'people'}",3
35,1380080891565854721,TooSoon51705384,2021-04-08 08:51:39,"Move out of the way Imperial, this UCL model uses up to date data and has been placed in public domain for checking. Herd immunity is here; no wave over the summer. Open up!
https://t.co/rnU73C9pnm",0,We are sleepwalking into a bio-security police state. Politics & media have failed us. Peaceful civil disobedience.,False,397,1,[],0,None,way ucl model date data placed public domain herd immunity wave open,"{'ucl', 'open', 'placed', 'domain', 'public', 'date', 'model', 'herd', 'immunity', 'way', 'wave', 'data'}",1
36,1380080891561615366,abdul88098,2021-04-08 08:51:39,"40 doctors, most fully vaccinated, test positive for COVID-19 at Lucknow's KGMU. Yet we are not told about studies which show that these Vaccines are hardly effective on the new strains of Covid which seem dominant now in the current Covid wave
https://t.co/TQhhTfcein",0,,False,93,1,[],0,None,fully test positive told study vaccine hardly effective new strain covid dominant current covid wave,"{'positive', 'covid', 'strain', 'dominant', 'test', 'told', 'fully', 'effective', 'study', 'wave', 'vaccine', 'hardly', 'current', 'new'}",3
37,1380080891502923778,AshtonishingI,2021-04-08 08:51:39,"The US has ruled out vaccine passports. 

Are you listening, UK?",0,"Twitter account of Steve Ashton, Professional Photographer, based in our studio in   #Featherstone, West Yorkshire and covering the UK",False,1486,1,[],0,None,ruled vaccine,"{'vaccine', 'ruled'}",0
39,1380080890865360902,dakota__powers,2021-04-08 08:51:39,You know how you go to get the vaccine and no one asks for money and you aren’t worried about how much you’ll have to pay? Now imagine all healthcare was delivered like that.,0,are you silly? I’m still gonna send it,False,217,1,[],0,None,know vaccine asks money worried imagine healthcare delivered like,"{'worried', 'delivered', 'know', 'healthcare', 'imagine', 'like', 'vaccine', 'money', 'asks'}",0
40,1380080890689114118,lawrencebing,2021-04-08 08:51:39,#Maharashtra is worst hit with #COVID19 and yet we've received the least #vaccine supply. There will be plenty of time to play politics. Now is the time to rise above it. So request centre govt to please supply vaccine to our state.🙏 #MaharashtraNeedsVaccine https://t.co/NrM6KgCeA8,0,"Hockey Secretary (Mumbai Schools Sports Association) Football Coach, Developing Hockey in Mumbai also Interest in Indian Politics",False,3624,1,"['Maharashtra', 'COVID19', 'vaccine']",0,None,worst hit received plenty time play time rise request centre govt supply vaccine,"{'hit', 'worst', 'received', 'plenty', 'time', 'request', 'play', 'govt', 'rise', 'supply', 'vaccine', 'centre'}",0
41,1380080890555084802,m7m5ea,2021-04-08 08:51:39,"BREAKING: Poland reports 954 new coronavirus deaths, by far the biggest one-day increase on record",0,"ジブリの絵を使用しました。
https://t.co/5g112XmSkm",False,192,1,[],0,None,poland report new coronavirus far biggest increase record,"{'poland', 'increase', 'record', 'far', 'biggest', 'report', 'coronavirus', 'new'}",1
42,1380080890253037570,Gopu54269062,2021-04-08 08:51:39,"India’s weekly average vaccination rate has surpassed 2.2 million. At the current rate, it will take India 3.1 years to cover 75 percent of its population, points out @KritiKapur4: https://t.co/3DTaA18mmT",0,"rastra vadi.
kaal chakra ghum raha hai .
jay maa bharti.🙏.#jaishreeRam.",False,151,1,[],0,None,weekly average vaccination rate surpassed current india year cover percent point,"{'cover', 'rate', 'india', 'percent', 'weekly', 'current', 'vaccination', 'year', 'point', 'average', 'surpassed'}",1
43,1380080890022260739,SuvarnaVeerappa,2021-04-08 08:51:39,The record rise in the Covid-19 cases could seriously hit the @IMFNews projection of Indian economy rebounding by 12% this year. We can't afford another unplanned lock down at this juncture of eco revival. Mass vaccination is improbable as we've been more gracious to the world.,0,Indian.proud Mangalorean.❤️🕺🏻to retro music ❤️🏋🏻‍♀️.proud not to be followed by Narendra Surrender Modi .❤️🐟. living bindass without Y category security.,False,3176,1,[],0,None,record rise case seriously hit projection indian economy rebounding afford unplanned lock juncture eco mass vaccination improbable gracious,"{'hit', 'record', 'juncture', 'unplanned', 'projection', 'improbable', 'indian', 'seriously', 'lock', 'rebounding', 'eco', 'vaccination', 'economy', 'rise', 'gracious', 'afford', 'case', 'mass'}",5
44,1380080889846235136,Looby13693743,2021-04-08 08:51:39,Patrick Kielty with a razor-sharp analysis of how Johnson wilfully wrecked peace in Northern Ireland for a path we know he only took formal personal advancement. The fires we see in NI now are the bonfire of his vanity. https://t.co/t63rQmAUxm,0,"Twitter is a mix of joy and hate, prefer the joy! #bothvotesSNP 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",False,886,1,[],0,None,patrick kielty analysis johnson wilfully wrecked peace northern ireland path know took formal personal bonfire,"{'kielty', 'peace', 'northern', 'bonfire', 'analysis', 'path', 'know', 'patrick', 'wilfully', 'personal', 'johnson', 'ireland', 'formal', 'wrecked', 'took'}",4
45,1380080889326145543,beocelinjoseph,2021-04-08 08:51:39,"When Covid cases goes up, blame it up on the people;
When Covid cases go down, glorify the Leader!",0,"General Secretary - Kanyakumari(W) @TNCCITSMDept - @INCTamilNadu | Follow @K_T_L , @KS_Alagiri |Mechanical Engineer 🛠 | Athlete 🏃🏽‍♂️ | 😍 Rahul Gandhi ❤️",False,235,1,[],0,None,covid case blame covid case glorify,"{'blame', 'glorify', 'case', 'covid'}",5
46,1380080888474693632,WedlakeBell,2021-04-08 08:51:39,Read a recent article from Ann Stanyer on the #COVID19 vaccination and the rights of care home residents https://t.co/UeJXnojuzz,0,"60 Partner, full service, City of London law firm. We advise companies and private clients alike, and have been for over 230 years.",False,2192,1,['COVID19'],0,None,read recent article ann stanyer vaccination right care home resident,"{'article', 'read', 'care', 'right', 'recent', 'stanyer', 'home', 'resident', 'vaccination', 'ann'}",1
47,1380080888009080832,The_Truth_II,2021-04-08 08:51:39,Can someone why they have used a cut off age 30 for administering the AZ vaccine? All other countries seem to be using a cut off age of 50&amp;looking at the data it appears the issues were primarily in women aged 20-50 (not 20-30),0,No bullshit No Bedwetters Stand up to Government #covid19 #masks & #lockdown lies .Truthseeker for Madeleine #McCann & kids with no voice..truth is all in the #,False,3101,1,[],0,None,cut age administering country cut age data appears issue primarily woman aged,"{'appears', 'primarily', 'woman', 'age', 'administering', 'issue', 'aged', 'cut', 'country', 'data'}",1
48,1380080887690186756,quackitiff,2021-04-08 08:51:38,"actually feel so sorry for the oxford vaccine team. imagine working ridiculously hard on a vaccine for months, finding out it works, feeling excited and proud that your work will save lives, and then all the press focuses on is the 0.00002% blood clot risk",0,"mainly feraltwt, smiletwt and bootwt :)
pfp by @Sad_istfied , banner by @brieggna !",False,377,1,[],0,None,actually feel sorry oxford vaccine imagine working ridiculously hard vaccine finding feeling excited proud work save press focus blood clot risk,"{'excited', 'working', 'sorry', 'focus', 'feeling', 'feel', 'clot', 'vaccine', 'press', 'hard', 'save', 'proud', 'risk', 'ridiculously', 'finding', 'oxford', 'imagine', 'actually', 'blood', 'work'}",6
49,1380080887652622337,SheelaghG,2021-04-08 08:51:38,"NEW: The UK now has the lowest Covid death rate in Europe

More here 👉 https://t.co/22LZ2Db7Qi https://t.co/25Jat4oajp",0,Find me on Parler. Shee.@sgrime ‘alleged far right’. Dynamic interim and people 'fixer'. hate #ScumMedia. #moreofusthanthem,False,1105,1,[],0,None,lowest covid death rate europe,"{'death', 'rate', 'covid', 'lowest', 'europe'}",3
50,1380080887526649857,jae361san,2021-04-08 08:51:38,"Congratulations @ProfAdeeba on a wonderful presentation titled ""Confronting the COVID-19 pandemic by leaving no one behind"" organised by the National Taiwan University.

Well done Prof 👏🏼👏🏼👏🏼👏🏼👏🏼 https://t.co/b6FlPlTQhm",0,Ada org jatuh syling?,False,17,1,[],0,None,congratulation wonderful presentation titled pandemic leaving organised national taiwan prof,"{'congratulation', 'leaving', 'organised', 'pandemic', 'titled', 'presentation', 'taiwan', 'wonderful', 'national', 'prof'}",1
51,1380080886213828615,sunilmotwani89,2021-04-08 08:51:38,But our liberals will only show Kerala and Maharashtra model which are responsible for maximum Covid cases https://t.co/0cecPGcDhO,0,,False,110,1,[],0,None,liberal kerala maharashtra model responsible maximum covid case,"{'maximum', 'covid', 'responsible', 'kerala', 'model', 'liberal', 'maharashtra', 'case'}",5
52,1380080885765189647,raininjuuly,2021-04-08 08:51:38,"got the vaccine, hot girl summer starts NOW",0,probably crying and listening to holding absence,False,369,1,[],0,None,got hot girl summer start,"{'girl', 'got', 'start', 'hot', 'summer'}",2
53,1380080885265915905,Shailesh_Hinge,2021-04-08 08:51:38,"Dr @Swamy39
Odisha To Maharashtra: Six States Complain Of Vaccine Shortage, Centre Says ‘No Scarcity Anywhere'
@jagdishshetty 

https://t.co/5QZqi2a8Bk",0,,False,26,1,[],0,None,odisha state complain vaccine centre scarcity,"{'scarcity', 'complain', 'state', 'vaccine', 'centre', 'odisha'}",0
54,1380080885224009729,gayvillains,2021-04-08 08:51:38,"It’s certainly not lost on me, a queer person, that a global pandemic that affected “everyone” spurred the development of an mRNA vaccine in *record time* and that that mRNA technology is now being used to develop a vaccine for AIDS nearly 40 years after that epidemic started.",0,💉🎃 jade ⚰️🔪 ✦  22 ✦ he/him ✦ 🏳️‍⚧️🏳️‍🌈 ✦ BLM & ACAB ️✦ horror / furry / ocs / video games ✦ resident clown of @creepzon3 ✦ read my carrd b4 following,False,161,1,[],0,None,certainly lost queer global pandemic affected spurred development mrna vaccine mrna technology develop vaccine aid nearly year epidemic,"{'certainly', 'development', 'technology', 'develop', 'pandemic', 'nearly', 'affected', 'spurred', 'year', 'queer', 'lost', 'vaccine', 'global', 'epidemic', 'mrna', 'aid'}",1
